PW(µs),Azimuth(º),Elevation(º),Power(dBm),Freq(MHz),cluster
2.73,15.46875,90.0,-53.5,4396.83,0
2.73,15.46875,90.0,-53.5,4396.73,0
2.73,16.875,90.0,-53.5,4396.645,0
2.73,15.46875,90.0,-53.5,4396.685,0
2.56,15.46875,90.0,-53.5,4396.78,0
12.15,353.320313,90.0,-51.5,4543.745,0
12.15,11.953125,90.0,-52.0,4543.88,0
1.01,354.726563,90.0,-49.5,4543.41,0
1.01,354.726563,90.0,-49.5,4543.695,0
1.01,356.835938,90.0,-50.0,4543.88,0
1.01,354.726563,90.0,-49.5,4543.98,0
1.01,353.320313,90.0,-49.5,4543.695,0
1.01,354.726563,90.0,-49.5,4543.56,0
0.99,356.835938,90.0,-50.0,4543.745,0
1.01,354.726563,90.0,-49.5,4543.745,0
1.01,354.726563,90.0,-49.5,4543.695,0
1.01,354.726563,90.0,-50.0,4543.51,0
0.99,354.726563,90.0,-49.5,4543.93,0
1.01,354.726563,90.0,-49.5,4544.025,0
1.01,354.726563,90.0,-49.5,4543.88,0
1.01,354.726563,90.0,-54.5,4543.645,0
1.01,354.726563,90.0,-54.5,4543.745,0
1.01,353.320313,90.0,-45.5,4543.745,0
1.01,353.320313,90.0,-46.0,4543.695,0
1.01,0.351563,90.0,-54.5,4543.51,0
1.01,358.242188,90.0,-55.0,4543.56,0
1.01,353.320313,90.0,-50.0,4543.88,0
1.01,353.320313,90.0,-50.0,4543.41,0
12.11,13.359375,90.0,-51.5,4544.065,0
12.15,13.359375,90.0,-51.5,4544.025,0
12.04,13.359375,90.0,-56.5,4543.695,0
1.01,2.109375,90.0,-54.5,4543.84,0
1.01,2.109375,90.0,-54.5,4543.56,0
1.01,358.242188,90.0,-50.5,4543.645,0
1.01,0.351563,90.0,-50.5,4543.695,0
1.01,3.515625,90.0,-55.5,4543.56,0
1.01,2.109375,90.0,-55.5,4543.605,0
1.01,354.726563,90.0,-45.5,4544.165,0
1.01,356.835938,90.0,-45.5,4543.695,0
1.01,15.46875,90.0,-47.0,4543.88,0
1.01,356.835938,90.0,-45.5,4543.84,0
1.01,0.351563,90.0,-54.5,4543.56,0
1.01,358.242188,90.0,-54.5,4543.51,0
1.01,2.109375,90.0,-54.5,4543.46,0
1.01,2.109375,90.0,-54.5,4543.645,0
2.74,15.46875,90.0,-53.0,4394.115,0
2.75,13.359375,90.0,-52.5,4394.3,0
2.75,15.46875,90.0,-52.5,4394.26,0
2.58,13.359375,90.0,-52.5,4393.98,0
2.73,16.875,90.0,-52.5,4394.115,0
2.74,15.46875,90.0,-52.5,4394.115,0
2.75,15.46875,90.0,-52.5,4394.35,0
2.75,15.46875,90.0,-53.0,4394.26,0
2.74,15.46875,90.0,-53.0,4394.215,0
2.76,13.359375,90.0,-52.0,4394.165,0
2.58,15.46875,90.0,-53.0,4393.98,0
2.74,13.359375,90.0,-52.5,4394.445,0
1.01,356.835938,90.0,-50.5,4543.56,0
1.01,358.242188,90.0,-50.5,4543.51,0
2.74,15.46875,90.0,-52.5,4394.3,0
2.75,16.875,90.0,-52.5,4394.065,0
2.74,15.46875,90.0,-52.5,4394.26,0
2.75,15.46875,90.0,-53.0,4394.025,0
2.74,16.875,90.0,-53.0,4396.78,0
2.6,13.359375,90.0,-53.0,4396.83,0
2.73,16.875,90.0,-52.5,4396.965,0
2.55,13.359375,90.0,-52.5,4396.83,0
1.01,358.242188,90.0,-47.0,4543.93,0
1.01,0.351563,90.0,-47.0,4544.115,0
2.74,16.875,90.0,-52.5,4396.92,0
2.56,15.46875,90.0,-52.5,4396.92,0
1.01,358.242188,90.0,-47.0,4543.645,0
1.01,356.835938,90.0,-47.5,4543.695,0
2.74,15.46875,90.0,-53.0,4396.73,0
2.74,16.875,90.0,-52.5,4396.92,0
1.01,358.242188,90.0,-45.0,4543.695,0
1.01,354.726563,90.0,-45.0,4544.025,0
1.01,358.242188,90.0,-45.0,4543.88,0
1.01,358.242188,90.0,-45.0,4543.98,0
1.01,358.242188,90.0,-49.0,4543.93,0
1.01,354.726563,90.0,-49.0,4543.98,0
1.01,15.46875,90.0,-50.5,4543.46,0
1.01,356.835938,90.0,-49.0,4543.51,0
12.11,11.953125,90.0,-51.0,4544.115,0
12.15,13.359375,90.0,-50.5,4544.065,0
1.01,358.242188,90.0,-49.0,4543.605,0
1.01,358.242188,90.0,-49.0,4543.605,0
1.01,2.109375,90.0,-53.5,4543.695,0
1.01,0.351563,90.0,-54.5,4543.375,0
1.01,358.242188,90.0,-44.5,4543.795,0
1.01,0.351563,90.0,-44.5,4543.98,0
1.01,358.242188,90.0,-44.5,4543.88,0
1.01,358.242188,90.0,-44.5,4543.84,0
1.01,0.351563,90.0,-50.0,4543.51,0
1.01,0.351563,90.0,-50.0,4543.605,0
1.01,3.515625,90.0,-44.0,4543.93,0
1.01,3.515625,90.0,-44.0,4543.84,0
12.04,11.953125,90.0,-55.5,4543.41,0
12.14,13.359375,90.0,-55.5,4543.605,0
1.01,5.625,90.0,-48.0,4543.645,0
1.01,5.625,90.0,-48.0,4543.605,0
1.01,7.03125,90.0,-48.0,4543.275,0
1.01,5.625,90.0,-48.0,4543.41,0
1.01,5.625,90.0,-48.0,4543.605,0
1.01,5.625,90.0,-48.0,4543.375,0
1.01,5.625,90.0,-43.5,4543.795,0
1.01,7.03125,90.0,-44.0,4543.695,0
1.01,7.03125,90.0,-48.5,4543.51,0
1.01,7.03125,90.0,-48.5,4543.795,0
12.14,15.46875,90.0,-54.5,4543.605,0
12.15,11.953125,90.0,-54.5,4543.645,0
12.04,16.875,90.0,-54.5,4543.56,0
12.15,11.953125,90.0,-55.0,4543.695,0
12.14,13.359375,90.0,-57.0,4543.745,0
12.14,13.359375,90.0,-57.5,4543.84,0
1.01,7.03125,90.0,-52.5,4543.56,0
1.01,7.03125,90.0,-52.5,4543.795,0
1.01,7.03125,90.0,-48.0,4543.375,0
1.01,7.03125,90.0,-48.5,4543.645,0
1.01,7.03125,90.0,-44.0,4543.795,0
1.01,5.625,90.0,-44.0,4543.84,0
1.01,10.195313,90.0,-52.0,4543.56,0
1.01,8.789063,90.0,-52.5,4543.605,0
1.01,7.03125,90.0,-53.0,4543.56,0
1.01,7.03125,90.0,-53.0,4543.645,0
1.01,7.03125,90.0,-47.5,4543.46,0
1.01,7.03125,90.0,-48.0,4543.51,0
12.15,15.46875,90.0,-54.0,4543.605,0
12.04,13.359375,90.0,-54.0,4543.645,0
12.15,7.03125,90.0,-50.0,4543.645,0
12.15,13.359375,90.0,-51.5,4543.695,0
1.01,5.625,90.0,-43.5,4543.795,0
1.01,7.03125,90.0,-43.5,4543.88,0
12.15,5.625,90.0,-49.5,4543.695,0
12.15,13.359375,90.0,-51.0,4543.93,0
12.04,15.46875,90.0,-51.5,4543.88,0
12.14,7.03125,90.0,-50.0,4543.84,0
1.01,8.789063,90.0,-56.5,4543.41,0
1.01,5.625,90.0,-56.5,4543.795,0
1.01,7.03125,90.0,-49.0,4543.795,0
1.01,8.789063,90.0,-49.0,4543.375,0
1.01,7.03125,90.0,-49.0,4543.41,0
1.01,5.625,90.0,-44.0,4543.695,0
1.01,3.515625,90.0,-44.0,4543.795,0
2.73,15.46875,90.0,-53.0,4394.445,0
2.73,15.46875,90.0,-52.5,4394.26,0
2.74,13.359375,90.0,-52.5,4396.92,0
2.73,13.359375,90.0,-52.0,4396.965,0
2.75,13.359375,90.0,-53.0,4396.83,0
2.76,13.359375,90.0,-53.0,4397.015,0
2.74,15.46875,90.0,-53.0,4394.445,0
2.74,16.875,90.0,-52.5,4394.165,0
2.73,16.875,90.0,-52.5,4394.115,0
2.58,16.875,90.0,-52.5,4394.35,0
2.74,15.46875,90.0,-53.5,4396.685,0
2.74,15.46875,90.0,-53.5,4396.545,0
2.74,16.875,90.0,-53.5,4396.73,0
2.74,16.875,90.0,-53.0,4396.595,0
1.01,15.46875,90.0,-50.0,4543.56,0
1.01,13.359375,90.0,-49.5,4543.93,0
1.01,5.625,90.0,-44.5,4543.93,0
1.01,3.515625,90.0,-44.5,4543.745,0
1.05,3.515625,90.0,-48.0,1425.55,1
1.08,0.351563,90.0,-47.0,1425.51,1
1.13,7.03125,90.0,-44.0,1375.69,1
1.13,7.03125,90.0,-44.5,1375.69,1
1.01,3.515625,90.0,-43.5,4543.795,0
1.01,7.03125,90.0,-43.5,4543.745,0
12.16,15.46875,90.0,-53.5,4543.795,0
12.15,15.46875,90.0,-53.5,4543.46,0
12.15,7.03125,90.0,-49.0,4543.745,0
12.15,5.625,90.0,-49.0,4543.88,0
12.04,5.625,90.0,-54.0,4543.695,0
12.14,7.03125,90.0,-55.0,4543.605,0
1.01,5.625,90.0,-43.0,4543.14,0
1.01,5.625,90.0,-43.5,4543.695,0
1.01,7.03125,90.0,-53.5,4543.605,0
1.01,7.03125,90.0,-53.0,4543.605,0
2.74,15.46875,90.0,-52.5,4396.83,0
2.58,13.359375,90.0,-52.0,4396.965,0
1.01,7.03125,90.0,-47.5,4543.41,0
1.01,5.625,90.0,-47.0,4543.325,0
1.01,7.03125,90.0,-47.0,4543.46,0
1.01,5.625,90.0,-47.0,4543.41,0
1.01,7.03125,90.0,-48.0,4543.56,0
1.01,7.03125,90.0,-48.5,4543.275,0
1.01,7.03125,90.0,-52.5,4543.56,0
1.01,5.625,90.0,-52.0,4543.645,0
1.01,2.109375,90.0,-42.5,4543.745,0
1.01,3.515625,90.0,-43.0,4543.84,0
1.01,2.109375,90.0,-47.0,4543.41,0
1.01,3.515625,90.0,-47.5,4543.84,0
12.16,2.109375,90.0,-45.5,4543.88,0
12.16,3.515625,90.0,-46.0,4543.88,0
12.15,15.46875,90.0,-53.5,4543.645,0
12.15,15.46875,90.0,-53.5,4543.695,0
1.01,3.515625,90.0,-51.5,4543.375,0
1.01,5.625,90.0,-51.5,4543.645,0
1.01,5.625,90.0,-47.0,4543.325,0
1.01,5.625,90.0,-47.0,4543.56,0
2.76,11.953125,90.0,-52.5,4396.685,0
2.75,10.195313,90.0,-52.5,4396.545,0
2.75,11.953125,90.0,-52.5,4396.73,0
2.76,10.195313,90.0,-52.0,4396.595,0
1.01,2.109375,90.0,-46.5,4543.56,0
1.01,3.515625,90.0,-47.0,4543.275,0
2.74,11.953125,90.0,-52.5,4396.83,0
2.74,11.953125,90.0,-52.5,4396.545,0
12.04,3.515625,90.0,-55.0,4543.605,0
12.04,0.351563,90.0,-55.0,4543.795,0
1.01,2.109375,90.0,-42.5,4543.98,0
1.01,2.109375,90.0,-42.5,4544.115,0
1.01,0.351563,90.0,-43.0,4543.88,0
1.01,2.109375,90.0,-42.5,4543.84,0
1.01,358.242188,90.0,-47.0,4543.375,0
1.01,0.351563,90.0,-46.5,4543.325,0
1.01,356.835938,90.0,-47.5,4543.46,0
1.01,356.835938,90.0,-47.5,4543.605,0
1.01,358.242188,90.0,-53.0,4543.41,0
1.01,356.835938,90.0,-53.5,4543.645,0
1.01,358.242188,90.0,-53.0,4543.51,0
1.01,358.242188,90.0,-53.0,4543.605,0
1.01,356.835938,90.0,-53.5,4543.695,0
1.01,356.835938,90.0,-54.0,4543.56,0
1.01,358.242188,90.0,-47.0,4543.645,0
1.01,16.875,90.0,-48.5,4543.56,0
1.01,15.46875,90.0,-48.0,4543.93,0
1.01,13.359375,90.0,-48.0,4543.695,0
12.15,13.359375,90.0,-48.5,4543.745,0
12.15,15.46875,90.0,-48.5,4543.695,0
1.01,15.46875,90.0,-48.0,4543.645,0
1.01,16.875,90.0,-47.5,4543.56,0
1.01,15.46875,90.0,-48.0,4543.46,0
1.01,16.875,90.0,-48.0,4543.605,0
12.15,15.46875,90.0,-46.5,4543.745,0
12.16,15.46875,90.0,-46.5,4543.795,0
12.15,16.875,90.0,-46.5,4543.645,0
12.15,13.359375,90.0,-46.5,4543.795,0
12.15,16.875,90.0,-46.5,4543.745,0
12.16,15.46875,90.0,-47.0,4543.88,0
12.15,15.46875,90.0,-49.5,4543.51,0
12.04,16.875,90.0,-49.0,4543.645,0
12.16,15.46875,90.0,-49.0,4543.645,0
12.15,16.875,90.0,-48.5,4543.795,0
1.01,5.625,90.0,-52.5,4543.51,0
1.01,5.625,90.0,-52.5,4543.375,0
1.01,5.625,90.0,-51.0,4543.695,0
1.01,5.625,90.0,-51.5,4543.56,0
1.01,5.625,90.0,-51.0,4543.375,0
1.01,5.625,90.0,-51.5,4543.695,0
12.15,13.359375,90.0,-48.5,4543.695,0
12.16,16.875,90.0,-48.5,4543.645,0
1.01,7.03125,90.0,-51.5,4543.605,0
1.01,7.03125,90.0,-52.0,4543.605,0
1.01,13.359375,90.0,-43.5,4543.645,0
1.01,16.875,90.0,-43.5,4543.605,0
1.01,7.03125,90.0,-42.0,4543.41,0
1.01,8.789063,90.0,-42.5,4543.795,0
1.01,7.03125,90.0,-51.5,4543.325,0
1.01,5.625,90.0,-52.0,4543.56,0
1.01,8.789063,90.0,-51.5,4543.645,0
1.01,7.03125,90.0,-51.5,4543.325,0
1.01,7.03125,90.0,-50.5,4543.88,0
1.01,7.03125,90.0,-51.0,4543.51,0
1.01,7.03125,90.0,-51.0,4543.56,0
1.01,7.03125,90.0,-51.0,4543.46,0
2.74,342.070313,90.0,-51.5,4396.73,0
2.75,343.476563,90.0,-52.0,4396.83,0
2.76,343.476563,90.0,-52.0,4396.78,0
2.75,343.476563,90.0,-52.0,4396.88,0
2.76,343.476563,90.0,-52.0,4396.78,0
2.75,342.070313,90.0,-51.5,4396.78,0
2.74,342.070313,90.0,-51.5,4396.645,0
2.75,343.476563,90.0,-52.0,4396.78,0
2.76,343.476563,90.0,-52.0,4396.73,0
2.74,342.070313,90.0,-51.5,4396.73,0
2.75,342.070313,90.0,-51.5,4396.595,0
2.75,340.664063,90.0,-51.0,4396.645,0
2.75,342.070313,90.0,-51.0,4396.83,0
2.75,342.070313,90.0,-51.0,4396.645,0
2.75,342.070313,90.0,-51.0,4396.88,0
2.75,342.070313,90.0,-51.0,4396.5,0
1.01,5.625,90.0,-46.5,4543.795,0
1.01,13.359375,90.0,-48.0,4543.745,0
1.01,7.03125,90.0,-51.5,4543.88,0
1.01,7.03125,90.0,-52.0,4543.645,0
1.01,13.359375,90.0,-43.5,4543.695,0
1.01,13.359375,90.0,-43.5,4543.605,0
1.01,7.03125,90.0,-47.5,4543.695,0
1.01,7.03125,90.0,-47.5,4543.93,0
1.01,16.875,90.0,-43.0,4543.88,0
1.01,16.875,90.0,-43.0,4543.695,0
12.04,16.875,90.0,-54.0,4543.795,0
1.01,15.46875,90.0,-48.0,4543.93,0
1.01,16.875,90.0,-47.5,4543.795,0
1.01,15.46875,90.0,-48.0,4543.84,0
1.01,16.875,90.0,-48.0,4543.98,0
1.01,3.515625,90.0,-46.5,4543.88,0
1.01,16.875,90.0,-48.5,4544.025,0
1.01,18.28125,90.0,-52.5,4543.795,0
1.01,16.875,90.0,-52.0,4543.645,0
1.01,15.46875,90.0,-42.5,4543.93,0
1.01,15.46875,90.0,-42.5,4543.98,0
2.74,330.117188,90.0,-51.5,4394.35,0
2.74,331.171875,90.0,-51.5,4394.215,0
1.01,2.109375,90.0,-51.0,4543.605,0
1.01,16.875,90.0,-53.0,4543.275,0
2.74,330.117188,90.0,-51.5,4394.535,0
2.76,330.117188,90.0,-51.0,4394.3,0
1.01,16.875,90.0,-51.5,4543.56,0
1.01,16.875,90.0,-51.0,4543.51,0
2.74,330.117188,90.0,-51.5,4394.35,0
2.74,327.65625,90.0,-51.5,4394.4,0
2.74,327.65625,90.0,-52.0,4394.445,0
2.75,328.710938,90.0,-51.5,4394.35,0
2.76,327.65625,90.0,-52.0,4394.585,0
2.74,327.65625,90.0,-51.5,4394.26,0
1.01,16.875,90.0,-51.0,4543.325,0
1.01,16.875,90.0,-50.5,4544.35,0
2.75,320.625,90.0,-52.0,4394.3,0
2.74,319.921875,90.0,-52.0,4394.35,0
2.75,319.921875,90.0,-52.5,4394.115,0
2.75,320.625,90.0,-52.5,4394.4,0
2.58,318.867188,90.0,-52.5,4394.4,0
2.58,319.921875,90.0,-52.5,4394.35,0
2.75,321.679688,90.0,-52.5,4394.3,0
2.74,319.921875,90.0,-52.0,4394.3,0
2.74,321.679688,90.0,-52.5,4396.83,0
2.76,318.867188,90.0,-52.0,4396.965,0
2.78,318.867188,90.0,-52.0,4396.92,0
2.75,320.625,90.0,-52.0,4396.88,0
2.74,322.734375,90.0,-52.0,4396.73,0
2.75,321.679688,90.0,-52.5,4397.015,0
2.76,321.679688,90.0,-52.5,4396.88,0
2.75,321.679688,90.0,-52.5,4397.065,0
2.76,325.546875,90.0,-52.5,4394.26,0
2.75,325.546875,90.0,-53.0,4394.165,0
2.76,326.25,90.0,-52.5,4394.215,0
2.76,326.25,90.0,-52.0,4394.025,0
2.76,8.789063,90.0,-49.5,4394.3,0
2.75,326.25,90.0,-52.0,4394.165,0
2.76,327.65625,90.0,-52.0,4394.35,0
2.76,327.65625,90.0,-51.5,4394.165,0
2.75,333.984375,90.0,-52.5,4396.545,0
2.76,332.578125,90.0,-52.5,4396.5,0
2.78,332.578125,90.0,-52.5,4396.685,0
2.76,332.578125,90.0,-52.5,4396.685,0
2.75,333.984375,90.0,-52.5,4396.595,0
2.78,332.578125,90.0,-52.0,4396.83,0
2.75,333.984375,90.0,-52.5,4396.73,0
2.76,331.171875,90.0,-52.5,4396.78,0
1.15,15.46875,90.0,-43.0,4543.795,0
1.15,15.46875,90.0,-43.0,4543.695,0
1.01,13.359375,90.0,-46.5,4543.745,0
1.01,13.359375,90.0,-46.5,4543.84,0
12.04,13.359375,90.0,-54.0,4543.695,0
12.04,15.46875,90.0,-54.5,4543.695,0
1.01,5.625,90.0,-50.5,4543.695,0
1.01,5.625,90.0,-50.5,4543.51,0
1.01,7.03125,90.0,-46.5,4543.84,0
1.01,5.625,90.0,-46.5,4543.56,0
1.01,15.46875,90.0,-43.0,4543.795,0
1.01,13.359375,90.0,-43.0,4543.695,0
1.01,11.953125,90.0,-43.0,4543.695,0
1.01,15.46875,90.0,-43.0,4543.745,0
1.01,13.359375,90.0,-43.0,4543.56,0
1.01,15.46875,90.0,-43.5,4543.605,0
12.16,15.46875,90.0,-50.5,4543.645,0
12.04,16.875,90.0,-50.5,4543.46,0
12.15,13.359375,90.0,-48.0,4543.93,0
12.15,15.46875,90.0,-48.5,4543.84,0
12.16,16.875,90.0,-50.5,4543.51,0
12.15,15.46875,90.0,-51.0,4543.605,0
12.15,15.46875,90.0,-51.0,4543.325,0
12.15,11.953125,90.0,-50.5,4544.025,0
2.76,335.390625,90.0,-51.0,4394.215,0
2.75,336.09375,90.0,-51.5,4394.26,0
2.78,336.09375,90.0,-51.0,4394.165,0
2.76,336.09375,90.0,-51.0,4394.3,0
2.76,335.390625,90.0,-51.0,4394.215,0
2.76,335.390625,90.0,-51.0,4394.115,0
2.76,335.390625,90.0,-51.5,4394.3,0
2.75,336.09375,90.0,-51.5,4394.26,0
12.16,16.875,90.0,-48.0,4543.745,0
12.16,15.46875,90.0,-48.0,4543.645,0
2.76,332.578125,90.0,-51.5,4396.88,0
2.76,332.578125,90.0,-52.0,4396.73,0
2.75,332.578125,90.0,-51.5,4396.92,0
2.76,332.578125,90.0,-51.5,4396.88,0
9.89,34.101563,90.0,-65.0,1399.635,1
9.83,3.515625,90.0,-65.5,1398.715,1
2.76,328.710938,90.0,-51.0,4396.685,0
2.76,327.65625,90.0,-50.5,4396.78,0
2.58,327.65625,90.0,-50.5,4396.685,0
2.74,327.65625,90.0,-50.5,4396.88,0
2.74,327.65625,90.0,-50.5,4396.965,0
2.58,327.65625,90.0,-50.5,4396.88,0
2.76,327.65625,90.0,-50.0,4396.92,0
2.56,326.25,90.0,-49.5,4397.015,0
2.76,325.546875,90.0,-50.0,4396.685,0
2.56,325.546875,90.0,-50.0,4396.73,0
2.59,327.65625,90.0,-50.0,4396.78,0
2.75,326.25,90.0,-50.0,4396.78,0
2.75,328.710938,90.0,-50.0,4394.4,0
2.76,327.65625,90.0,-50.0,4394.495,0
2.76,328.710938,90.0,-50.0,4394.165,0
2.75,327.65625,90.0,-49.5,4394.165,0
2.75,327.65625,90.0,-49.5,4393.98,0
2.76,328.710938,90.0,-49.5,4394.165,0
2.76,331.171875,90.0,-51.5,4396.965,0
2.73,331.171875,90.0,-51.5,4396.88,0
2.76,330.117188,90.0,-51.0,4396.965,0
2.73,331.171875,90.0,-51.5,4396.88,0
2.74,330.117188,90.0,-51.0,4396.83,0
2.76,330.117188,90.0,-51.0,4396.83,0
2.76,331.171875,90.0,-51.0,4396.965,0
2.73,330.117188,90.0,-51.5,4396.965,0
2.58,330.117188,90.0,-50.5,4397.065,0
2.74,330.117188,90.0,-50.5,4396.92,0
2.76,328.710938,90.0,-50.5,4396.965,0
2.75,327.65625,90.0,-50.0,4396.78,0
2.74,328.710938,90.0,-51.0,4397.105,0
2.56,328.710938,90.0,-50.5,4396.78,0
2.59,328.710938,90.0,-50.5,4396.965,0
2.59,330.117188,90.0,-50.5,4397.065,0
2.74,328.710938,90.0,-49.0,4394.165,0
2.76,327.65625,90.0,-49.0,4393.98,0
2.58,326.25,90.0,-49.0,4394.4,0
2.74,327.65625,90.0,-49.0,4394.4,0
2.75,327.65625,90.0,-49.0,4394.215,0
2.75,326.25,90.0,-49.0,4394.115,0
2.56,327.65625,90.0,-49.0,4394.025,0
2.56,327.65625,90.0,-49.0,4393.98,0
2.76,333.984375,90.0,-50.0,4397.15,0
2.76,335.390625,90.0,-49.5,4397.15,0
2.78,332.578125,90.0,-49.5,4397.15,0
2.78,335.390625,90.0,-49.5,4396.965,0
2.78,333.984375,90.0,-50.0,4396.965,0
2.79,333.984375,90.0,-50.0,4397.25,0
2.78,333.984375,90.0,-50.5,4397.065,0
2.76,333.984375,90.0,-50.5,4397.105,0
2.76,333.984375,90.0,-50.5,4397.105,0
2.79,333.984375,90.0,-50.5,4396.965,0
2.78,332.578125,90.0,-50.0,4396.965,0
2.76,333.984375,90.0,-50.0,4396.83,0
2.78,333.984375,90.0,-49.5,4396.92,0
2.78,335.390625,90.0,-49.5,4396.83,0
2.78,335.390625,90.0,-49.0,4396.685,0
2.76,335.390625,90.0,-49.0,4396.73,0
2.76,335.390625,90.0,-49.0,4396.685,0
2.76,335.390625,90.0,-49.0,4396.92,0
2.76,333.984375,90.0,-49.0,4396.965,0
2.76,331.171875,90.0,-48.5,4396.83,0
2.76,333.984375,90.0,-49.0,4396.73,0
2.76,333.984375,90.0,-49.0,4396.83,0
2.76,332.578125,90.0,-49.0,4397.015,0
2.76,332.578125,90.0,-49.0,4396.83,0
2.76,335.390625,90.0,-49.0,4397.065,0
2.76,333.984375,90.0,-49.0,4396.88,0
2.76,331.171875,90.0,-49.0,4397.015,0
2.76,332.578125,90.0,-49.0,4397.015,0
2.74,331.171875,90.0,-49.0,4396.965,0
2.76,332.578125,90.0,-49.5,4396.88,0
2.76,332.578125,90.0,-49.0,4396.83,0
2.76,330.117188,90.0,-48.5,4396.92,0
2.76,331.171875,90.0,-49.0,4397.105,0
2.78,335.390625,90.0,-49.0,4396.92,0
2.75,325.546875,90.0,-54.0,4394.165,0
2.75,325.546875,90.0,-54.0,4394.215,0
2.76,323.4375,90.0,-50.0,4394.115,0
2.76,324.492188,90.0,-50.0,4394.025,0
2.78,321.679688,90.0,-48.0,4394.215,0
2.76,322.734375,90.0,-48.0,4394.35,0
2.76,322.734375,90.0,-47.5,4394.165,0
2.76,324.492188,90.0,-48.0,4394.26,0
2.76,325.546875,90.0,-48.0,4394.115,0
2.76,323.4375,90.0,-48.0,4394.215,0
2.76,323.4375,90.0,-48.0,4394.26,0
2.78,323.4375,90.0,-48.0,4394.165,0
2.76,321.679688,90.0,-48.0,4394.165,0
2.76,322.734375,90.0,-48.0,4394.35,0
2.76,321.679688,90.0,-48.0,4394.35,0
2.76,321.679688,90.0,-48.0,4394.445,0
2.76,322.734375,90.0,-48.0,4394.68,0
2.76,322.734375,90.0,-48.0,4394.445,0
2.76,321.679688,90.0,-47.5,4394.3,0
2.76,321.679688,90.0,-47.5,4394.445,0
2.76,321.679688,90.0,-47.5,4394.4,0
2.76,321.679688,90.0,-47.5,4394.445,0
1.38,13.359375,90.0,-43.0,4543.84,0
1.38,11.953125,90.0,-43.5,4543.93,0
1.01,11.953125,90.0,-50.5,4543.51,0
1.01,11.953125,90.0,-51.0,4543.375,0
1.01,13.359375,90.0,-46.5,4543.375,0
1.01,11.953125,90.0,-47.0,4544.065,0
1.01,13.359375,90.0,-40.5,4543.93,0
1.01,13.359375,90.0,-40.5,4543.88,0
1.01,11.953125,90.0,-41.0,4543.98,0
1.01,11.953125,90.0,-40.5,4543.88,0
1.01,13.359375,90.0,-40.5,4543.88,0
1.01,11.953125,90.0,-41.0,4543.795,0
1.01,13.359375,90.0,-51.5,4543.51,0
1.01,15.46875,90.0,-52.0,4543.93,0
1.01,11.953125,90.0,-51.0,4543.51,0
1.01,13.359375,90.0,-50.5,4543.325,0
1.01,13.359375,90.0,-45.5,4543.51,0
1.01,11.953125,90.0,-46.0,4543.46,0
1.01,11.953125,90.0,-46.5,4543.56,0
1.01,13.359375,90.0,-46.0,4543.19,0
1.01,13.359375,90.0,-46.0,4543.51,0
1.01,13.359375,90.0,-46.0,4543.56,0
1.01,11.953125,90.0,-46.5,4543.51,0
1.01,13.359375,90.0,-46.0,4543.225,0
1.3,11.953125,90.0,-40.0,4543.84,0
1.3,11.953125,90.0,-40.5,4543.695,0
2.78,324.492188,90.0,-48.0,4397.015,0
2.79,326.25,90.0,-48.0,4397.065,0
2.76,327.65625,90.0,-48.0,4397.015,0
2.76,327.65625,90.0,-48.0,4396.78,0
2.6,327.65625,90.0,-48.0,4396.73,0
2.61,328.710938,90.0,-48.0,4396.78,0
2.59,331.171875,90.0,-49.0,4396.73,0
2.76,331.171875,90.0,-49.0,4396.92,0
2.76,333.984375,90.0,-49.5,4396.83,0
2.76,335.390625,90.0,-49.0,4396.88,0
2.76,335.390625,90.0,-49.0,4396.83,0
2.76,332.578125,90.0,-49.0,4397.065,0
2.76,333.984375,90.0,-48.5,4396.88,0
2.76,333.984375,90.0,-49.0,4397.015,0
2.76,332.578125,90.0,-49.0,4396.965,0
2.76,333.984375,90.0,-49.0,4397.065,0
2.76,328.710938,90.0,-48.0,4396.88,0
2.78,327.65625,90.0,-47.5,4396.83,0
2.76,327.65625,90.0,-47.5,4396.965,0
2.76,327.65625,90.0,-47.5,4396.92,0
2.78,327.65625,90.0,-48.0,4396.595,0
2.76,327.65625,90.0,-48.0,4396.73,0
2.56,326.25,90.0,-47.5,4396.685,0
2.56,326.25,90.0,-47.5,4396.645,0
1.01,5.625,90.0,-39.0,4543.745,0
1.01,5.625,90.0,-39.0,4543.605,0
1.01,7.03125,90.0,-49.0,4543.56,0
1.01,7.03125,90.0,-49.0,4543.46,0
1.01,7.03125,90.0,-45.0,4543.375,0
1.01,7.03125,90.0,-44.5,4543.375,0
1.01,7.03125,90.0,-39.5,4543.745,0
1.01,7.03125,90.0,-39.5,4543.795,0
1.01,13.359375,90.0,-44.5,4543.325,0
1.01,13.359375,90.0,-45.0,4544.115,0
1.01,10.195313,90.0,-49.5,4543.41,0
1.01,10.195313,90.0,-49.5,4543.375,0
1.01,18.28125,90.0,-51.0,4543.275,0
1.01,8.789063,90.0,-49.5,4543.46,0
1.01,7.03125,90.0,-45.0,4543.41,0
1.01,5.625,90.0,-45.0,4543.795,0
1.01,7.03125,90.0,-49.5,4543.695,0
1.01,7.03125,90.0,-49.5,4543.46,0
1.01,3.515625,90.0,-43.0,4543.745,0
1.01,5.625,90.0,-42.5,4543.84,0
2.73,328.710938,90.0,-54.0,4394.35,0
2.73,327.65625,90.0,-53.5,4394.445,0
