cluster_id,is_noise,count,freq_unique,PW(µs)__mean,PW(µs)__median,PW(µs)__std,PW(µs)__min,PW(µs)__max,PW(µs)__q25,PW(µs)__q75,Azimuth(º)__mean,Azimuth(º)__median,Azimuth(º)__std,Azimuth(º)__min,Azimuth(º)__max,Azimuth(º)__q25,Azimuth(º)__q75,Elevation(º)__mean,Elevation(º)__median,Elevation(º)__std,Elevation(º)__min,Elevation(º)__max,Elevation(º)__q25,Elevation(º)__q75,Power(dBm)__mean,Power(dBm)__median,Power(dBm)__std,Power(dBm)__min,Power(dBm)__max,Power(dBm)__q25,Power(dBm)__q75,Freq(MHz)__mean,Freq(MHz)__median,Freq(MHz)__std,Freq(MHz)__min,Freq(MHz)__max,Freq(MHz)__q25,Freq(MHz)__q75
0,False,2357,158,18.987208315655494,8.05,50.226256747055984,2.32,327.85,5.44,10.63,160.44599560500637,113.90625,98.68959447117334,0.351563,358.242188,103.007813,196.523438,90.0,90.0,0.0,90.0,90.0,90.0,90.0,-34.06470089096309,-34.5,15.441547090042832,-75.5,8.5,-41.5,-18.0,1412.1629486635552,1425.6,28.890136028110792,517.825,1438.625,1376.43,1425.735
1,False,3676,136,21.604213819368884,37.24,16.389911722340226,3.82,113.95,4.0,37.42,57.933406962187156,49.921875,55.356073097834084,0.351563,358.242188,31.640625,67.5,90.0,90.0,0.0,90.0,90.0,90.0,90.0,-42.11697497279652,-41.0,7.6086184709969915,-67.5,-13.5,-47.0,-36.5,4447.976556039173,4540.705,535.0768216523347,1368.645,4545.61,4540.325,4545.1
