PW(µs),Azimuth(º),Elevation(º),Power(dBm),Freq(MHz),cluster
7.42,121.289063,90.0,-18.0,1375.69,0
7.3,121.289063,90.0,-18.0,1375.6,0
10.3,112.5,90.0,-18.5,1425.69,0
7.03,111.09375,90.0,-18.5,1425.55,0
7.0,109.335938,90.0,-18.5,1425.65,0
7.0,109.335938,90.0,-18.5,1425.69,0
6.07,113.90625,90.0,-38.5,1375.65,0
15.22,111.09375,90.0,-38.5,1375.415,0
5.08,121.289063,90.0,-43.5,1425.735,0
5.05,121.289063,90.0,-43.5,1425.69,0
9.52,88.242188,90.0,-40.0,1375.69,0
2.32,221.484375,90.0,-73.0,1368.6,0
11.92,91.757813,90.0,-41.0,1376.01,0
9.97,119.882813,90.0,-18.5,1425.6,0
9.19,119.882813,90.0,-18.5,1425.6,0
9.34,119.882813,90.0,-18.5,1425.55,0
9.22,121.289063,90.0,-18.5,1425.6,0
9.1,119.882813,90.0,-18.5,1425.65,0
9.07,121.289063,90.0,-18.5,1425.6,0
6.43,123.75,90.0,-18.0,1375.275,0
6.97,101.601563,90.0,-31.0,1426.01,0
7.0,101.601563,90.0,-31.0,1426.105,0
241.78,107.929688,90.0,-33.5,1376.105,1
240.88,107.929688,90.0,-37.0,1376.01,1
11.17,109.335938,90.0,-28.5,1425.6,0
11.17,109.335938,90.0,-28.5,1425.6,0
7.72,84.726563,90.0,-32.5,1425.69,0
6.97,8.789063,90.0,-61.5,1427.455,0
7.75,86.835938,90.0,-32.5,1425.785,0
7.0,38.671875,90.0,-64.5,1427.17,0
6.79,39.726563,90.0,-64.5,1426.715,0
7.57,99.84375,90.0,-40.5,1375.6,0
13.12,70.664063,90.0,-61.5,1373.215,0
7.3,101.601563,90.0,-30.0,1425.69,0
7.06,99.84375,90.0,-30.0,1425.785,0
15.82,221.484375,90.0,-69.0,1357.835,0
5.89,117.421875,90.0,-18.5,1425.735,0
5.89,118.828125,90.0,-18.5,1425.6,0
5.92,118.828125,90.0,-18.5,1425.785,0
5.89,118.828125,90.0,-18.5,1425.875,0
5.89,119.882813,90.0,-18.5,1425.735,0
5.89,118.828125,90.0,-18.5,1425.69,0
6.67,122.34375,90.0,-18.0,1375.6,0
296.08,122.34375,90.0,-18.5,1426.01,1
278.47,122.34375,90.0,-18.5,1426.06,1
9.1,105.117188,90.0,-42.5,1375.6,0
256.15,112.5,90.0,-41.0,1375.97,1
3.4,311.484375,90.0,-68.5,1425.835,0
3.28,311.484375,90.0,-69.0,1425.835,0
8.02,121.289063,90.0,-18.5,1425.55,0
16.24,121.289063,90.0,-18.5,1425.55,0
9.07,103.007813,90.0,-20.5,1425.875,0
9.13,103.007813,90.0,-20.5,1425.735,0
7.18,99.84375,90.0,-39.0,1426.245,0
7.33,99.84375,90.0,-39.0,1426.245,0
8.05,109.335938,90.0,-40.5,1425.785,0
7.9,107.929688,90.0,-40.5,1425.69,0
8.05,112.5,90.0,-40.5,1425.65,0
8.08,112.5,90.0,-41.0,1425.735,0
8.44,57.65625,90.0,-38.5,1425.65,0
8.5,57.65625,90.0,-38.5,1425.69,0
5.38,15.46875,90.0,-59.5,1425.735,0
5.62,76.992188,90.0,-38.0,1425.465,0
5.59,78.398438,90.0,-38.5,1425.465,0
9.07,107.929688,90.0,-32.0,1425.875,0
9.04,106.523438,90.0,-32.0,1425.785,0
9.04,107.929688,90.0,-32.0,1425.735,0
8.98,106.523438,90.0,-32.5,1425.835,0
9.82,105.117188,90.0,-33.0,1425.875,0
9.88,105.117188,90.0,-33.0,1426.01,0
5.32,112.5,90.0,-24.5,1425.65,0
5.23,111.09375,90.0,-24.5,1425.735,0
7.24,113.90625,90.0,-24.0,1425.835,0
7.3,113.90625,90.0,-24.0,1425.69,0
6.4,117.421875,90.0,-34.5,1375.65,0
7.03,22.851563,90.0,-65.0,1376.615,0
5.14,76.992188,90.0,-42.0,1425.465,0
15.49,78.398438,90.0,-41.5,1425.375,0
8.95,93.164063,90.0,-33.5,1375.875,0
9.04,95.273438,90.0,-34.0,1375.875,0
5.8,86.835938,90.0,-28.5,1425.69,0
5.89,88.242188,90.0,-28.0,1425.65,0
9.07,107.929688,90.0,-38.5,1425.785,0
9.37,107.929688,90.0,-38.5,1425.65,0
10.99,109.335938,90.0,-31.0,1425.6,0
11.14,109.335938,90.0,-31.5,1425.55,0
11.35,109.335938,90.0,-31.5,1425.65,0
11.5,109.335938,90.0,-31.5,1425.65,0
9.19,123.75,90.0,-35.0,1425.97,0
4.93,351.5625,90.0,-58.0,1426.01,0
9.22,124.453125,90.0,-35.5,1426.01,0
4.93,10.195313,90.0,-59.5,1426.105,0
9.28,124.453125,90.0,-35.0,1425.875,0
9.28,124.453125,90.0,-35.0,1426.06,0
5.38,111.09375,90.0,-34.5,1425.735,0
5.38,111.09375,90.0,-34.5,1425.785,0
9.94,101.601563,90.0,-30.0,1425.735,0
9.97,101.601563,90.0,-30.0,1425.69,0
20.38,62.578125,90.0,-44.0,1425.785,0
13.93,62.578125,90.0,-44.0,1425.835,0
7.81,83.320313,90.0,-38.5,1425.69,0
7.48,83.320313,90.0,-38.5,1425.65,0
18.43,117.421875,90.0,-37.0,1425.65,0
18.55,117.421875,90.0,-37.0,1425.465,0
5.83,117.421875,90.0,-39.0,1375.92,0
7.81,67.5,90.0,-48.5,1425.735,0
7.78,72.070313,90.0,-47.5,1425.6,0
245.05,123.75,90.0,-33.0,1376.06,1
15.37,121.289063,90.0,-33.5,1425.735,0
15.4,121.289063,90.0,-33.0,1425.735,0
8.68,101.601563,90.0,-42.0,1376.245,0
6.37,88.242188,90.0,-35.5,1425.65,0
6.52,84.726563,90.0,-36.0,1425.55,0
6.85,84.726563,90.0,-36.5,1425.6,0
6.88,81.5625,90.0,-37.5,1425.51,0
8.68,98.4375,90.0,-31.5,1376.01,0
8.8,98.4375,90.0,-31.5,1375.97,0
26.47,81.5625,90.0,-41.5,1425.55,0
20.68,80.15625,90.0,-41.5,1425.6,0
229.99,56.25,90.0,-34.5,1376.06,1
8.08,57.65625,90.0,-42.5,1425.69,0
8.17,58.710938,90.0,-42.5,1425.875,0
14.8,62.578125,90.0,-42.0,1425.785,0
14.83,62.578125,90.0,-42.5,1425.69,0
16.78,5.625,90.0,-35.5,1425.97,0
16.72,7.03125,90.0,-35.5,1425.97,0
9.73,22.851563,90.0,-35.5,1376.43,0
4.24,24.960938,90.0,-35.0,1376.145,0
13.72,36.914063,90.0,-34.0,1375.69,0
21.07,37.617188,90.0,-42.0,1425.465,2
21.07,39.726563,90.0,-42.0,1425.55,2
6.94,31.640625,90.0,-29.0,1375.785,0
7.72,32.695313,90.0,-29.0,1375.69,0
3.1,168.398438,90.0,-63.5,1376.665,0
14.74,27.773438,90.0,-31.0,1425.69,0
22.54,27.773438,90.0,-31.0,1425.785,0
18.4,8.789063,90.0,-39.5,1426.06,0
18.4,7.03125,90.0,-39.0,1425.97,0
15.7,348.398438,90.0,-41.0,1375.14,0
7.3,2.109375,90.0,-37.0,1425.23,0
7.45,2.109375,90.0,-37.0,1425.325,0
7.33,2.109375,90.0,-37.0,1425.375,0
5.32,65.390625,90.0,-39.0,1425.55,0
5.47,66.09375,90.0,-39.0,1425.465,0
6.4,19.6875,90.0,-44.0,1425.785,0
4.12,19.6875,90.0,-44.0,1425.835,0
134.95,22.851563,90.0,-38.5,1376.245,1
23.59,37.617188,90.0,-38.5,1426.295,0
23.17,36.914063,90.0,-39.0,1426.245,0
18.85,37.617188,90.0,-34.5,1425.785,2
18.94,38.671875,90.0,-34.5,1425.785,2
20.98,49.921875,90.0,-38.0,1375.735,0
21.19,41.835938,90.0,-37.0,1375.785,2
245.23,21.445313,90.0,-40.0,1376.43,1
231.1,22.851563,90.0,-40.5,1376.295,1
14.5,29.179688,90.0,-38.5,1425.65,0
14.59,29.179688,90.0,-38.5,1425.51,0
16.69,34.804688,90.0,-30.0,1425.65,0
16.6,34.804688,90.0,-30.0,1425.6,0
16.54,34.804688,90.0,-30.0,1425.65,0
16.45,34.804688,90.0,-30.0,1425.65,0
14.14,66.09375,90.0,-38.5,1425.23,0
14.05,67.5,90.0,-38.5,1425.275,0
20.92,24.960938,90.0,-37.5,1425.51,0
20.89,24.960938,90.0,-37.5,1425.51,0
6.79,34.101563,90.0,-29.0,1375.92,0
6.67,36.914063,90.0,-31.0,1375.92,0
17.32,32.695313,90.0,-30.5,1375.92,0
19.3,34.804688,90.0,-35.5,1425.6,2
19.33,34.804688,90.0,-35.5,1425.69,2
10.9,34.101563,90.0,-28.5,1425.51,0
10.9,34.101563,90.0,-28.5,1425.6,0
10.87,35.859375,90.0,-29.0,1425.6,0
10.9,35.859375,90.0,-29.0,1425.69,0
17.08,356.835938,90.0,-35.5,1375.325,0
15.19,22.851563,90.0,-35.0,1375.65,0
14.62,24.960938,90.0,-28.0,1425.65,0
14.68,24.960938,90.0,-28.0,1425.65,0
230.44,37.617188,90.0,-29.0,1376.01,1
14.26,29.179688,90.0,-28.5,1425.875,0
14.23,29.179688,90.0,-29.0,1425.735,0
14.74,30.234375,90.0,-26.5,1376.245,0
9.88,29.179688,90.0,-26.0,1376.105,0
24.7,29.179688,90.0,-28.0,1376.01,0
20.32,50.625,90.0,-31.0,1425.465,0
20.29,50.625,90.0,-31.0,1425.55,0
18.7,24.257813,90.0,-27.5,1375.65,0
10.48,48.515625,90.0,-29.0,1425.65,0
14.38,48.515625,90.0,-29.0,1425.51,0
4.39,34.101563,90.0,-26.5,1426.01,0
8.29,34.101563,90.0,-26.5,1425.92,0
23.17,38.671875,90.0,-30.5,1425.735,0
23.02,39.726563,90.0,-30.0,1425.51,0
9.43,81.5625,90.0,-30.0,1425.415,0
3.4,193.007813,90.0,-64.5,1426.245,0
9.43,81.5625,90.0,-30.0,1425.375,0
3.67,246.09375,90.0,-66.0,1426.43,0
3.43,221.484375,90.0,-67.0,1425.92,0
3.73,196.523438,90.0,-64.5,1425.875,0
16.63,34.804688,90.0,-26.5,1426.105,2
16.45,36.914063,90.0,-26.5,1426.105,0
16.84,56.25,90.0,-27.5,1425.375,0
13.75,57.65625,90.0,-28.0,1425.55,0
12.52,27.773438,90.0,-35.0,1426.105,0
12.49,29.179688,90.0,-35.5,1426.06,0
14.95,11.953125,90.0,-31.5,1375.465,0
4.27,189.84375,90.0,-61.0,1376.33,0
14.02,66.09375,90.0,-34.5,1375.55,0
11.77,62.578125,90.0,-29.5,1425.51,0
4.27,19.6875,90.0,-67.0,1425.51,0
11.77,62.578125,90.0,-29.5,1425.6,0
4.15,18.28125,90.0,-67.5,1425.785,0
16.42,62.578125,90.0,-29.5,1425.785,0
16.45,62.578125,90.0,-29.5,1425.69,0
8.23,78.398438,90.0,-31.0,1375.55,0
13.57,81.5625,90.0,-30.5,1375.55,0
9.37,83.320313,90.0,-31.0,1375.6,0
9.22,67.5,90.0,-40.0,1425.55,0
14.95,67.5,90.0,-40.0,1425.6,0
16.69,78.398438,90.0,-31.5,1425.69,0
16.6,74.882813,90.0,-32.5,1425.735,0
8.14,72.070313,90.0,-32.5,1426.195,0
8.47,74.882813,90.0,-32.0,1426.195,0
17.23,76.992188,90.0,-32.0,1375.65,0
17.17,86.835938,90.0,-30.0,1375.6,0
16.69,111.09375,90.0,-27.0,1425.6,0
12.52,111.09375,90.0,-27.0,1425.735,0
16.69,118.828125,90.0,-30.5,1425.735,0
6.73,302.34375,90.0,-56.5,1425.415,0
6.94,301.289063,90.0,-56.5,1425.735,0
17.17,118.828125,90.0,-30.5,1425.69,0
6.97,303.75,90.0,-57.0,1425.465,0
15.79,81.5625,90.0,-32.0,1425.97,0
16.24,83.320313,90.0,-31.5,1425.92,0
260.65,156.09375,90.0,-31.5,1376.145,1
259.63,114.609375,90.0,-31.0,1376.145,1
19.78,122.34375,90.0,-31.0,1425.92,0
19.75,122.34375,90.0,-31.0,1425.875,0
4.15,188.4375,90.0,-62.0,1375.69,0
4.12,156.09375,90.0,-64.0,1374.955,0
20.95,118.828125,90.0,-26.0,1425.735,0
4.24,117.421875,90.0,-25.5,1425.69,0
4.18,116.015625,90.0,-25.5,1425.69,0
18.67,125.507813,90.0,-31.0,1425.835,0
9.7,125.507813,90.0,-31.0,1425.735,0
4.24,125.507813,90.0,-29.0,1425.835,0
4.24,125.507813,90.0,-29.0,1425.69,0
5.02,125.507813,90.0,-29.5,1425.875,0
5.05,125.507813,90.0,-30.0,1425.785,0
241.69,86.835938,90.0,-36.0,1376.195,1
244.72,88.242188,90.0,-34.0,1376.245,1
15.43,86.835938,90.0,-25.5,1425.875,0
14.02,86.835938,90.0,-25.5,1425.835,0
2.59,311.484375,90.0,-71.5,1426.145,0
13.99,88.242188,90.0,-25.0,1425.835,0
20.08,62.578125,90.0,-32.0,1425.415,0
20.2,63.984375,90.0,-32.0,1425.325,0
20.35,95.273438,90.0,-30.5,1375.65,0
19.99,93.164063,90.0,-30.5,1375.785,2
13.84,129.375,90.0,-33.5,1375.785,0
22.3,126.5625,90.0,-32.5,1375.835,0
243.67,126.5625,90.0,-32.0,1376.295,1
4.42,143.4375,90.0,-58.0,1375.55,0
16.09,141.679688,90.0,-28.5,1425.785,0
19.99,142.734375,90.0,-28.0,1425.69,0
14.98,143.4375,90.0,-36.0,1425.69,0
4.0,160.664063,90.0,-58.5,1425.92,0
14.98,142.734375,90.0,-36.0,1425.65,0
12.4,147.65625,90.0,-37.5,1425.51,0
21.13,146.25,90.0,-37.0,1425.465,-1
13.93,124.453125,90.0,-38.5,1425.835,0
17.83,124.453125,90.0,-38.5,1425.735,0
13.9,125.507813,90.0,-38.0,1425.875,0
5.23,142.734375,90.0,-32.0,1425.735,0
5.23,143.4375,90.0,-32.0,1425.835,0
16.24,152.578125,90.0,-30.5,1425.785,0
16.39,152.578125,90.0,-30.5,1425.875,0
11.89,153.984375,90.0,-30.5,1425.835,0
18.88,152.578125,90.0,-30.0,1425.92,-1
5.29,164.882813,90.0,-38.0,1376.01,0
11.14,152.578125,90.0,-34.5,1425.785,0
11.08,153.984375,90.0,-34.5,1425.835,0
7.0,164.882813,90.0,-37.0,1425.51,0
4.15,164.882813,90.0,-37.5,1425.51,0
11.29,168.398438,90.0,-38.5,1375.785,0
13.24,158.90625,90.0,-33.0,1425.735,0
13.12,157.5,90.0,-33.0,1425.875,0
17.44,164.882813,90.0,-47.0,1425.325,0
17.59,166.992188,90.0,-46.5,1425.51,0
5.53,162.070313,90.0,-33.0,1373.44,0
11.59,178.242188,90.0,-32.0,1425.785,0
15.49,178.242188,90.0,-32.0,1425.65,0
15.43,178.242188,90.0,-32.0,1425.69,0
5.89,166.992188,90.0,-37.5,1425.69,0
5.95,164.882813,90.0,-38.0,1425.69,0
15.58,158.90625,90.0,-33.5,1375.92,0
16.69,158.90625,90.0,-32.5,1375.835,0
15.34,156.09375,90.0,-45.0,1426.145,0
15.1,158.90625,90.0,-46.0,1426.06,0
9.07,157.5,90.0,-39.0,1425.65,0
9.34,156.09375,90.0,-38.5,1425.69,0
11.98,162.070313,90.0,-40.0,1425.735,0
16.48,158.90625,90.0,-40.0,1425.69,0
12.4,146.25,90.0,-44.5,1425.785,0
12.49,144.492188,90.0,-45.0,1425.65,0
11.05,83.320313,90.0,-44.5,1425.785,0
11.08,86.835938,90.0,-44.0,1425.65,0
11.05,162.070313,90.0,-32.5,1375.835,0
5.2,157.5,90.0,-44.5,1425.415,0
5.08,157.5,90.0,-45.0,1425.275,0
5.98,252.070313,90.0,-59.0,1425.835,0
5.14,157.5,90.0,-45.0,1425.51,0
13.78,242.578125,90.0,-64.0,1425.51,0
13.75,166.992188,90.0,-41.0,1425.69,0
13.84,170.15625,90.0,-40.5,1425.785,0
9.64,185.273438,90.0,-14.5,1425.415,0
10.99,186.679688,90.0,-15.0,1425.465,0
7.93,186.679688,90.0,-15.0,1425.325,0
11.77,186.679688,90.0,-15.5,1425.375,0
11.74,186.679688,90.0,-15.5,1425.19,0
11.77,186.679688,90.0,-15.0,1425.275,0
13.39,157.5,90.0,-31.5,1425.6,0
13.42,158.90625,90.0,-32.0,1425.65,0
11.23,162.070313,90.0,-32.5,1425.785,0
11.29,160.664063,90.0,-32.0,1425.735,0
5.08,180.0,90.0,-35.5,1425.785,0
10.99,178.242188,90.0,-36.0,1425.835,0
9.28,186.679688,90.0,-15.5,1425.375,0
10.84,183.164063,90.0,-14.5,1425.09,0
12.73,183.164063,90.0,-14.5,1425.23,0
11.38,183.164063,90.0,-14.5,1425.375,0
11.98,181.757813,90.0,-14.0,1425.055,0
11.35,185.273438,90.0,-14.5,1425.325,0
4.33,160.664063,90.0,-45.0,1425.65,0
4.3,158.90625,90.0,-45.0,1425.69,0
5.29,171.5625,90.0,-33.5,1425.65,0
5.35,171.5625,90.0,-33.5,1425.735,0
5.92,157.5,90.0,-38.5,1375.92,0
5.47,158.90625,90.0,-39.0,1376.295,0
11.5,189.84375,90.0,-16.0,1425.415,0
8.05,189.84375,90.0,-15.5,1425.415,0
8.53,188.4375,90.0,-15.5,1425.14,0
12.22,186.679688,90.0,-15.5,1425.325,0
10.39,188.4375,90.0,-15.5,1425.325,0
9.7,176.835938,90.0,-15.0,1374.73,0
10.03,176.835938,90.0,-15.0,1375.14,0
16.6,185.273438,90.0,-14.5,1425.23,0
16.99,183.164063,90.0,-14.5,1425.415,0
16.84,185.273438,90.0,-15.0,1425.375,0
8.83,183.164063,90.0,-14.5,1425.465,0
12.52,185.273438,90.0,-15.0,1425.275,0
7.87,185.273438,90.0,-15.0,1425.005,0
6.1,181.757813,90.0,-14.0,1374.865,0
5.77,183.164063,90.0,-14.5,1375.55,0
4.24,160.664063,90.0,-5.5,1425.735,0
4.27,160.664063,90.0,-5.5,1425.785,0
11.92,173.320313,90.0,-15.5,1374.73,0
6.55,344.882813,90.0,-62.5,1377.27,0
6.97,174.726563,90.0,-40.0,1425.92,0
6.94,174.726563,90.0,-40.0,1425.92,0
7.72,186.679688,90.0,-15.5,1425.51,0
14.14,186.679688,90.0,-15.5,1425.55,0
7.72,186.679688,90.0,-15.5,1425.415,0
7.75,186.679688,90.0,-15.5,1425.6,0
8.05,188.4375,90.0,-16.0,1425.375,0
10.09,188.4375,90.0,-16.0,1425.55,0
14.17,153.984375,90.0,-18.0,1375.785,0
5.98,178.242188,90.0,-48.0,1425.55,0
6.04,173.320313,90.0,-48.5,1425.6,0
13.3,171.5625,90.0,-16.0,1425.735,0
13.72,171.5625,90.0,-16.0,1425.69,0
15.28,171.5625,90.0,-16.0,1425.65,0
15.19,171.5625,90.0,-16.0,1425.65,0
8.29,171.5625,90.0,-16.0,1425.65,0
7.99,171.5625,90.0,-16.0,1425.6,0
6.37,183.164063,90.0,-15.5,1375.69,0
5.38,181.757813,90.0,-15.5,1375.875,0
9.07,189.84375,90.0,-47.0,1368.88,0
4.42,168.398438,90.0,-49.5,1375.875,0
4.12,319.921875,90.0,-64.0,1426.145,0
4.0,311.484375,90.0,-64.0,1426.43,0
5.14,202.5,90.0,-54.0,1425.51,0
5.38,197.929688,90.0,-54.0,1425.735,0
2.5,180.0,90.0,-58.5,1425.6,0
2.5,181.757813,90.0,-57.5,1425.465,0
6.82,193.007813,90.0,-60.0,1425.65,0
6.88,197.929688,90.0,-61.0,1425.465,0
9.28,164.882813,90.0,-56.0,1425.785,0
4.18,158.90625,90.0,-56.0,1425.785,0
9.25,160.664063,90.0,-56.5,1425.735,0
9.28,162.070313,90.0,-56.5,1425.65,0
7.81,185.273438,90.0,-51.5,1425.735,0
7.75,186.679688,90.0,-52.5,1425.785,0
5.32,168.398438,90.0,-44.0,1425.735,0
5.29,164.882813,90.0,-44.5,1425.55,0
7.99,143.4375,90.0,-58.0,1426.38,0
7.93,139.921875,90.0,-58.0,1426.145,0
6.1,99.84375,90.0,-45.0,1425.785,0
5.17,138.515625,90.0,-66.0,1425.875,0
6.1,98.4375,90.0,-44.0,1425.875,0
6.25,54.492188,90.0,-36.5,1375.415,0
7.6,60.117188,90.0,-42.0,1425.735,0
6.85,60.117188,90.0,-41.5,1425.735,0
6.58,41.484375,90.0,-35.0,1375.51,0
13.0,27.773438,90.0,-38.5,1425.51,0
13.12,27.773438,90.0,-38.5,1425.69,0
13.18,27.773438,90.0,-39.0,1425.55,0
13.3,27.773438,90.0,-39.0,1425.55,0
2.8,322.734375,90.0,-68.5,1372.895,0
5.35,18.28125,90.0,-18.0,1425.6,0
5.29,18.28125,90.0,-18.0,1425.6,0
4.42,18.28125,90.0,-18.0,1425.735,0
4.24,27.773438,90.0,-7.0,1425.69,0
4.18,26.367188,90.0,-7.0,1425.69,0
4.18,27.773438,90.0,-7.0,1425.735,0
2.32,311.484375,90.0,-74.5,1374.175,0
12.94,342.070313,90.0,-16.0,1376.06,0
11.74,351.5625,90.0,-15.0,1425.465,0
11.38,351.5625,90.0,-15.0,1425.6,0
11.38,353.320313,90.0,-15.0,1425.465,0
11.32,353.320313,90.0,-15.0,1425.465,0
11.08,353.320313,90.0,-15.0,1425.65,0
4.54,353.320313,90.0,-15.5,1425.51,0
4.27,344.882813,90.0,-12.0,1425.6,0
4.99,350.15625,90.0,-38.5,1425.465,0
4.18,348.398438,90.0,-38.5,1425.69,0
12.43,343.476563,90.0,-36.5,1375.6,0
2.32,221.484375,90.0,-64.0,1362.29,0
6.79,344.882813,90.0,-37.0,1375.69,0
9.58,350.15625,90.0,-38.0,1425.785,0
9.22,351.5625,90.0,-37.5,1425.785,0
5.68,351.5625,90.0,-37.5,1425.69,0
5.29,351.5625,90.0,-37.5,1425.835,0
10.78,351.5625,90.0,-34.5,1375.69,0
5.35,350.15625,90.0,-35.0,1375.51,0
7.54,342.070313,90.0,-41.0,1375.69,0
4.6,309.375,90.0,-67.0,1375.875,0
12.67,350.15625,90.0,-48.0,1425.6,0
12.94,348.398438,90.0,-48.5,1425.465,0
4.03,348.398438,90.0,-47.0,1425.51,0
4.12,351.5625,90.0,-46.0,1425.55,0
10.54,342.070313,90.0,-47.5,1425.415,0
10.63,340.664063,90.0,-47.0,1425.65,0
8.17,346.992188,90.0,-16.0,1425.415,0
8.2,348.398438,90.0,-16.0,1425.55,0
8.44,348.398438,90.0,-16.0,1422.66,0
12.52,348.398438,90.0,-16.0,1425.465,0
12.49,350.15625,90.0,-15.5,1425.465,0
12.37,346.992188,90.0,-16.0,1425.51,0
5.62,350.15625,90.0,-15.5,1372.57,0
6.1,354.726563,90.0,-40.5,1425.92,0
5.02,356.835938,90.0,-41.0,1425.69,0
6.13,354.726563,90.0,-40.5,1425.65,0
5.2,173.320313,90.0,-61.5,1384.865,0
4.93,356.835938,90.0,-45.5,1425.735,0
11.32,353.320313,90.0,-45.5,1425.6,0
5.23,354.726563,90.0,-45.0,1425.69,0
4.24,354.726563,90.0,-46.5,1425.465,0
4.24,353.320313,90.0,-47.0,1425.465,0
10.54,350.15625,90.0,-45.5,1425.65,0
7.87,350.15625,90.0,-45.5,1425.65,0
7.9,350.15625,90.0,-45.5,1425.65,0
11.08,343.476563,90.0,-43.5,1425.65,0
10.69,342.070313,90.0,-43.5,1425.65,0
6.7,346.992188,90.0,-16.0,1425.51,0
9.97,346.992188,90.0,-16.0,1425.375,0
6.67,346.992188,90.0,-16.0,1425.465,0
6.58,348.398438,90.0,-16.5,1425.415,0
6.64,346.992188,90.0,-16.0,1425.375,0
10.18,346.992188,90.0,-16.0,1425.415,0
4.15,326.25,90.0,-46.0,1425.465,0
4.15,322.734375,90.0,-46.5,1425.51,0
11.59,338.90625,90.0,-44.5,1425.785,0
11.14,337.5,90.0,-44.0,1425.6,0
229.78,338.90625,90.0,-41.0,1376.43,1
8.59,351.5625,90.0,-34.5,1425.735,0
8.62,353.320313,90.0,-35.0,1425.785,0
8.62,353.320313,90.0,-35.0,1425.875,0
4.57,348.398438,90.0,-16.0,1425.51,0
4.3,344.882813,90.0,-10.5,1425.51,0
4.3,343.476563,90.0,-10.5,1425.51,0
5.14,353.320313,90.0,-42.5,1375.97,0
255.64,337.5,90.0,-40.0,1376.245,1
5.2,351.5625,90.0,-37.0,1425.65,0
5.2,350.15625,90.0,-37.0,1425.785,0
5.14,351.5625,90.0,-36.5,1425.835,0
5.29,350.15625,90.0,-37.0,1425.785,0
5.08,350.15625,90.0,-37.0,1425.65,0
5.08,351.5625,90.0,-37.0,1425.735,0
4.33,346.992188,90.0,-36.0,1375.415,0
4.42,348.398438,90.0,-37.0,1375.785,0
8.05,354.726563,90.0,-47.0,1425.6,0
7.81,356.835938,90.0,-47.0,1425.6,0
4.18,342.070313,90.0,-45.0,1425.415,0
4.24,343.476563,90.0,-45.0,1425.6,0
5.98,348.398438,90.0,-16.0,1425.465,0
4.57,348.398438,90.0,-16.0,1425.465,0
4.27,344.882813,90.0,-11.0,1425.55,0
4.27,343.476563,90.0,-10.5,1425.51,0
2.53,178.242188,90.0,-67.5,1380.12,0
10.84,338.90625,90.0,-45.5,1425.785,0
10.84,338.90625,90.0,-46.0,1425.55,0
10.99,346.992188,90.0,-16.5,1425.51,0
14.8,344.882813,90.0,-17.0,1425.6,0
11.17,348.398438,90.0,-16.0,1421.575,0
10.99,348.398438,90.0,-16.5,1425.55,0
11.8,350.15625,90.0,-16.5,1425.55,0
4.39,348.398438,90.0,-17.0,1425.735,0
4.24,346.992188,90.0,-16.0,1425.69,0
4.24,346.992188,90.0,-16.5,1425.69,0
6.7,342.070313,90.0,-44.0,1374.27,0
4.24,353.320313,90.0,-38.5,1425.69,0
4.18,353.320313,90.0,-38.5,1425.735,0
4.33,72.070313,90.0,-62.5,1425.69,0
10.12,343.476563,90.0,-40.0,1375.69,0
11.17,354.726563,90.0,-41.5,1425.92,0
11.23,354.726563,90.0,-42.0,1426.01,0
10.42,338.90625,90.0,-42.0,1425.69,0
10.45,338.90625,90.0,-42.0,1425.6,0
10.54,338.90625,90.0,-49.5,1425.785,0
10.6,337.5,90.0,-49.5,1426.01,0
11.47,346.992188,90.0,-16.5,1425.6,0
11.44,346.992188,90.0,-16.5,1425.6,0
11.5,346.992188,90.0,-16.0,1425.55,0
11.35,344.882813,90.0,-17.0,1425.51,0
11.47,344.882813,90.0,-17.0,1425.55,0
11.38,346.992188,90.0,-16.5,1425.51,0
11.23,344.882813,90.0,-44.5,1425.835,0
6.97,344.882813,90.0,-44.5,1425.785,0
2.32,201.09375,90.0,-66.0,1379.885,0
6.25,346.992188,90.0,-16.0,1425.415,0
6.28,346.992188,90.0,-16.0,1425.55,0
6.07,346.992188,90.0,-16.0,1425.465,0
5.68,346.992188,90.0,-16.0,1425.465,0
5.74,346.992188,90.0,-16.0,1425.51,0
4.6,348.398438,90.0,-16.0,1425.465,0
4.27,343.476563,90.0,-9.5,1425.415,0
7.69,221.484375,90.0,-70.0,1368.46,0
4.9,353.320313,90.0,-42.0,1425.415,0
4.24,353.320313,90.0,-42.0,1425.65,0
4.24,353.320313,90.0,-42.0,1425.55,0
2.5,27.773438,90.0,-62.5,1426.245,0
3.94,48.515625,90.0,-68.0,1377.035,0
6.04,342.070313,90.0,-36.5,1379.095,0
5.08,353.320313,90.0,-41.5,1425.69,0
5.44,353.320313,90.0,-41.5,1425.735,0
5.47,353.320313,90.0,-42.0,1425.785,0
10.99,343.476563,90.0,-50.5,1375.69,0
10.3,343.476563,90.0,-39.0,1425.69,0
10.27,343.476563,90.0,-39.0,1425.55,0
11.98,356.835938,90.0,-47.5,1425.69,0
12.04,353.320313,90.0,-47.5,1425.735,0
10.99,348.398438,90.0,-16.5,1425.415,0
5.32,346.992188,90.0,-16.0,1425.465,0
10.9,348.398438,90.0,-16.0,1425.415,0
10.9,348.398438,90.0,-16.0,1425.415,0
10.93,348.398438,90.0,-16.0,1425.415,0
5.35,346.992188,90.0,-16.0,1425.325,0
6.19,351.5625,90.0,-15.0,1371.05,0
